yisuv name,yisuv id,קלפי,rikuz,מצביעים,כשרים,אמת,אצ,ב,ג,ד,ום,ז,זך,זנ,זץ,ט,י,יז,ינ,יץ,יק,כן,ך,ל,מחל,מרצ,נז,ני,נף,נץ,נק,נר,עם,פה,ף,צ,ץ2,ק,קי,קך,קנ,קץ,רז,שס,ת,
אשקלון,7100,110.6,4,313,308,4,1,0,1,0,0,0,0,0,0,32,0,2,0,0,0,18,0,104,93,0,0,0,0,0,0,0,0,28,0,1,0,0,0,0,0,2,1,21,0,
אשקלון,7100,114,13,428,427,7,1,4,8,0,0,0,0,0,0,70,0,1,0,0,0,33,0,28,176,1,0,1,0,0,0,0,0,48,0,0,0,0,0,0,0,3,0,46,0,
אשקלון,7100,115,13,446,444,8,0,8,1,1,0,0,0,0,0,59,0,1,0,0,0,50,0,19,191,1,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,1,0,29,0,
אשקלון,7100,116,30,472,469,6,1,1,7,0,1,0,0,0,0,80,0,3,0,0,0,50,0,29,186,4,0,0,0,0,0,0,0,50,0,1,0,1,0,0,0,0,0,49,0,
אשקלון,7100,117.1,34,381,380,5,0,3,8,1,0,0,0,0,0,51,0,1,0,0,0,24,0,13,186,2,0,0,0,0,0,0,0,29,0,1,0,0,0,0,0,0,0,56,0,
אשקלון,7100,117.2,34,332,329,8,2,2,3,0,0,0,0,0,0,47,0,3,0,0,0,25,0,23,107,5,0,0,0,0,0,0,0,50,1,1,0,0,0,0,0,0,0,52,0,
אשקלון,7100,117.3,34,369,368,3,2,3,4,0,0,0,0,1,0,72,0,1,0,0,0,20,0,12,167,1,1,0,0,0,0,0,0,37,0,0,0,0,0,0,0,1,0,43,0,
אשקלון,7100,117.4,34,360,360,4,3,0,3,0,0,0,0,0,0,58,0,2,0,0,0,28,0,35,134,2,0,0,0,0,0,0,0,31,0,1,1,0,0,0,0,2,0,56,0,
אשקלון,7100,117.5,34,347,347,8,4,7,3,0,0,0,0,0,0,48,0,0,0,0,0,27,0,26,135,4,0,0,0,0,0,0,0,47,0,1,0,0,0,0,0,2,0,35,0,
אשקלון,7100,120,21,443,438,2,2,2,3,0,0,0,0,0,0,69,1,0,0,0,0,15,0,14,223,3,0,0,0,0,0,0,1,20,0,2,0,0,0,0,0,0,0,81,0,
אשקלון,7100,123,101,408,406,6,2,2,5,0,0,0,0,0,0,55,0,1,0,0,0,39,0,7,195,2,0,0,0,0,0,0,0,60,0,1,0,1,0,2,1,0,0,27,0,
אשקלון,7100,126.1,14,422,420,4,1,1,14,0,0,0,0,0,0,65,0,2,0,0,0,26,0,31,144,0,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,111,0,
אשקלון,7100,126.2,14,376,371,7,2,1,16,0,1,0,0,0,0,47,0,1,0,0,0,13,1,36,134,1,0,0,0,0,0,0,0,23,0,2,0,1,0,1,0,1,0,83,0,
אשקלון,7100,126.3,14,388,387,2,3,0,5,0,0,0,0,0,0,61,0,1,0,0,0,9,1,18,152,1,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,1,115,0,
אשקלון,7100,126.4,14,367,364,3,0,3,19,0,0,0,0,0,0,38,0,2,0,0,0,9,0,53,114,1,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,1,0,98,0,
אשקלון,7100,127,24,157,155,1,0,0,2,0,0,0,0,0,0,18,0,1,0,0,0,3,0,4,96,0,2,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,22,0,
אשקלון,7100,128,64,310,302,3,1,1,3,0,0,0,0,0,0,16,0,2,0,0,1,20,2,115,73,1,0,0,0,0,1,0,1,35,0,2,0,1,0,0,0,0,0,24,0,
אשקלון,7100,129,29,491,490,3,4,8,5,0,0,0,0,0,0,104,0,2,0,0,0,42,0,12,206,0,0,0,0,0,0,0,0,48,0,0,0,1,0,0,0,0,0,55,0,
אשקלון,7100,130.1,66,260,260,5,0,3,11,0,0,0,0,0,0,24,0,0,0,0,0,17,0,43,97,1,0,1,0,0,0,0,0,39,1,0,0,1,0,0,0,0,0,17,0,
אשקלון,7100,130.2,66,220,218,3,1,3,2,0,2,0,0,0,0,24,0,0,0,0,0,13,0,38,90,1,0,0,0,0,1,0,0,25,0,0,0,0,0,1,0,0,0,14,0,
אשקלון,7100,131.1,103,206,204,4,0,2,3,0,0,0,0,0,0,23,0,1,0,0,0,13,0,18,79,3,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,2,0,31,0,
אשקלון,7100,131.2,103,195,193,2,0,1,2,0,0,0,0,0,0,28,0,0,0,0,0,14,0,26,92,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,4,0,
אשקלון,7100,132,42,433,428,8,2,3,3,0,0,0,0,0,0,52,0,0,0,0,0,30,0,63,158,6,0,0,0,0,0,0,3,68,2,0,1,0,0,0,0,0,0,29,0,
אשקלון,7100,133,81,435,430,6,1,5,7,0,0,0,0,0,0,68,0,3,0,0,0,30,0,24,157,6,0,0,0,0,1,0,0,79,0,0,0,0,0,0,0,0,0,43,0,
אשקלון,7100,138.1,48,389,386,4,0,2,0,0,0,0,0,0,0,40,0,0,0,0,0,18,0,65,142,4,0,2,0,0,0,0,0,68,0,0,0,0,0,0,1,1,0,39,0,
אשקלון,7100,138.2,48,389,387,3,5,3,2,0,0,0,0,0,0,53,0,0,0,0,0,25,0,59,155,0,0,0,0,0,0,0,0,44,0,0,0,1,0,0,0,5,0,31,1,
אשקלון,7100,138.3,48,358,354,5,0,2,3,0,0,0,0,0,0,36,1,0,0,0,0,26,0,64,124,8,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,2,1,26,0,
אשקלון,7100,138.4,48,350,349,1,1,0,2,0,0,0,0,0,0,29,0,2,0,0,0,29,0,71,110,5,0,0,0,1,0,0,0,68,1,0,0,1,0,0,1,1,3,23,0,
אשקלון,7100,139.1,22,389,388,6,0,1,2,0,0,0,0,0,0,51,0,0,0,0,0,35,0,48,151,2,0,0,0,0,0,0,0,40,0,1,0,1,0,0,0,1,2,47,0,
אשקלון,7100,139.2,22,411,408,3,0,6,5,0,0,0,0,0,0,54,0,2,0,0,0,22,0,90,127,2,0,0,0,0,0,0,0,65,0,1,0,0,0,0,0,0,0,31,0,
אשקלון,7100,139.3,22,414,413,4,2,3,1,0,1,0,0,0,0,47,1,4,0,0,0,22,0,79,157,1,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,2,0,34,0,
אשקלון,7100,139.4,22,451,449,5,3,0,2,0,0,0,0,0,0,70,1,1,0,0,0,35,0,85,140,0,0,0,0,0,0,0,0,73,0,2,0,0,0,0,0,1,1,30,0,
אשקלון,7100,139.5,22,405,402,1,1,1,6,0,0,0,0,0,0,50,0,2,0,0,0,20,0,84,120,6,0,0,1,0,0,0,0,82,0,1,0,1,0,0,0,4,0,22,0,
אשקלון,7100,139.6,22,408,405,5,3,2,3,0,0,0,0,0,0,39,0,1,0,0,0,26,0,89,147,5,0,0,0,0,0,0,0,64,0,3,0,3,0,1,0,1,0,13,0,
אשקלון,7100,142,13,414,413,11,2,8,12,0,0,0,0,0,0,55,0,2,0,0,0,39,0,19,155,4,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,2,0,45,0,
אשקלון,7100,146,79,489,487,6,1,4,1,0,0,0,0,0,0,66,0,2,0,0,0,61,0,34,206,3,0,0,1,0,0,0,1,72,1,0,0,1,0,0,0,2,0,25,0,
אשקלון,7100,148,20,379,375,2,1,0,3,0,0,0,0,0,0,35,0,9,0,0,0,16,0,116,103,3,0,0,0,0,0,0,0,72,0,2,0,0,0,0,0,1,0,11,1,
אשקלון,7100,149.1,80,448,447,6,0,3,2,0,0,0,0,0,0,57,0,1,0,0,0,30,0,14,207,2,0,0,0,0,0,0,0,60,0,1,0,0,0,0,0,2,0,61,1,
אשקלון,7100,149.2,80,422,421,13,0,3,1,0,0,0,0,0,0,45,0,2,0,0,0,47,0,33,159,6,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,40,1,
אשקלון,7100,149.3,80,454,451,5,0,1,1,0,0,0,0,1,0,53,0,4,0,0,0,46,0,30,188,3,0,1,0,0,0,0,1,74,0,2,0,0,1,2,0,2,1,33,2,
אשקלון,7100,149.4,80,449,446,5,1,3,1,0,1,0,0,0,0,50,0,1,0,0,0,45,0,27,188,6,0,0,0,0,0,0,0,78,1,0,0,0,0,0,0,1,0,38,0,
אשקלון,7100,149.5,80,393,389,10,0,2,2,0,0,0,0,0,0,43,0,3,0,0,0,49,0,23,143,1,0,0,0,0,0,0,0,84,0,3,0,0,0,1,0,2,0,22,1,
אשקלון,7100,152,30,436,428,7,1,2,6,0,0,0,0,0,0,71,1,5,1,0,0,37,0,31,148,4,0,0,0,0,0,0,0,73,0,1,0,0,0,0,0,3,0,37,0,
אשקלון,7100,153,21,460,459,0,0,15,21,0,0,0,0,0,0,94,0,1,0,0,0,28,0,3,156,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,125,0,
אשקלון,7100,154,12,385,380,4,2,0,3,0,0,0,0,0,0,31,0,3,0,0,0,15,0,116,114,0,0,1,0,0,0,0,0,59,0,2,0,0,0,0,0,1,0,29,0,
אשקלון,7100,156,30,477,477,5,3,2,2,0,0,0,1,0,0,86,0,1,0,0,0,33,0,29,202,5,0,0,0,0,0,0,0,55,1,1,0,0,0,0,0,2,0,49,0,
אשקלון,7100,157,86,427,425,6,1,1,2,1,1,0,0,0,0,45,0,0,0,0,0,57,0,22,152,3,0,0,0,0,1,0,0,85,0,0,0,0,0,0,0,1,0,47,0,
אשקלון,7100,159,86,497,494,6,1,2,7,0,0,0,0,0,0,55,0,1,0,0,0,58,0,22,216,3,0,0,1,1,0,0,0,82,0,1,0,2,0,0,0,0,0,36,0,
אשקלון,7100,160.1,89,332,332,0,0,3,6,0,0,0,0,0,0,63,0,1,0,0,0,20,0,22,145,0,1,1,0,0,0,0,0,30,0,1,0,0,0,0,0,1,0,38,0,
אשקלון,7100,160.2,89,331,329,0,0,0,4,0,0,0,0,0,0,63,0,3,1,0,0,30,0,38,105,2,0,1,0,1,0,0,0,35,0,0,0,0,0,0,0,0,0,46,0,
אשקלון,7100,168,13,349,345,10,1,3,3,1,0,0,0,0,0,40,0,2,0,0,0,17,0,23,145,5,0,0,0,0,0,0,0,56,0,2,0,0,0,0,1,5,0,30,1,
אשקלון,7100,170.1,84,473,473,6,2,2,1,0,0,0,0,0,0,83,0,4,0,0,0,44,0,13,218,2,0,0,0,0,0,0,0,47,0,1,0,0,0,0,0,5,0,45,0,
אשקלון,7100,170.2,84,520,517,4,1,3,4,0,0,0,0,0,0,73,0,1,0,0,0,51,0,20,235,1,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,72,0,
אשקלון,7100,170.3,84,521,516,4,0,7,2,0,0,0,0,0,0,64,0,0,0,0,0,50,0,50,221,1,0,0,1,0,0,0,0,80,0,0,0,0,0,0,0,0,0,35,1,
אשקלון,7100,170.4,84,509,509,2,1,3,1,0,0,0,0,0,0,76,0,0,0,0,0,58,0,24,217,5,0,0,0,0,1,0,0,80,0,1,0,0,0,0,0,3,0,37,0,
אשקלון,7100,170.5,84,514,514,10,5,6,3,0,0,0,0,0,0,90,0,1,0,0,0,43,0,23,233,5,0,0,0,0,0,0,0,67,0,0,0,0,0,0,1,0,0,27,0,
אשקלון,7100,170.6,84,486,484,10,2,8,2,0,0,0,0,0,0,58,0,1,0,0,0,56,0,17,206,1,0,0,0,0,0,0,0,85,0,1,0,0,0,0,0,0,1,36,0,
אשקלון,7100,170.7,84,491,488,7,0,3,0,0,0,0,0,0,0,61,0,0,0,0,0,59,0,21,199,4,0,0,0,0,0,0,0,83,0,1,0,0,0,1,0,1,0,48,0,
אשקלון,7100,170.8,84,464,462,5,0,9,0,0,2,0,0,0,0,62,0,1,0,0,0,61,0,29,177,6,0,0,0,0,0,0,0,83,1,0,0,0,0,0,0,1,0,25,0,
אשקלון,7100,170.9,84,484,483,11,3,2,1,0,0,0,0,0,0,52,0,0,0,0,0,76,0,36,174,4,0,0,0,0,0,0,0,91,0,2,0,0,0,0,0,0,1,30,0,
אשקלון,7100,175.1,35,469,467,8,0,1,6,0,0,0,0,0,0,66,0,4,0,0,0,42,0,26,193,4,0,0,0,0,0,0,1,69,0,2,0,0,0,0,0,2,2,41,0,
אשקלון,7100,175.2,35,500,495,5,2,5,9,0,0,0,0,0,0,91,0,1,0,0,0,46,0,32,186,4,0,0,0,1,0,0,0,65,0,0,0,0,0,0,0,1,0,47,0,
אשקלון,7100,175.3,35,467,466,11,2,4,2,0,1,0,0,0,0,66,0,1,0,0,0,44,0,30,179,5,0,0,0,0,0,0,0,86,0,1,0,0,0,0,0,0,0,34,0,
אשקלון,7100,182.1,104,464,461,3,0,2,5,0,0,0,0,0,0,82,0,5,0,0,0,21,0,35,187,0,0,0,0,0,0,0,0,41,0,3,0,0,0,0,0,1,0,76,0,
אשקלון,7100,182.2,104,430,428,2,0,1,3,0,0,0,0,0,0,77,0,1,0,0,0,27,0,40,177,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,51,0,
אשקלון,7100,186,86,388,387,4,1,6,4,0,1,0,0,0,0,51,0,0,0,0,0,63,0,13,147,3,0,0,0,0,0,0,0,68,0,1,0,0,0,0,0,0,0,25,0,
אשקלון,7100,187.1,82,521,518,13,1,5,2,0,0,0,0,0,0,69,0,3,0,0,0,45,0,22,225,7,0,0,0,0,0,0,0,67,0,3,1,0,0,0,0,0,0,55,0,
אשקלון,7100,187.2,82,536,532,4,2,2,3,0,0,0,0,0,0,88,0,4,0,0,0,58,0,21,221,2,0,0,0,0,0,0,0,64,0,0,0,0,0,0,1,3,0,59,0,
אשקלון,7100,187.3,82,480,475,4,2,5,3,0,0,0,0,0,0,80,1,1,0,0,0,33,0,38,203,0,0,0,0,0,0,0,0,61,0,1,0,1,0,0,0,0,0,42,0,
אשקלון,7100,187.4,82,499,497,3,0,8,3,0,0,0,0,0,0,70,0,1,0,0,0,42,0,37,220,1,0,0,0,0,0,0,0,58,0,1,0,0,0,0,0,0,0,53,0,
אשקלון,7100,187.5,82,503,496,8,3,3,4,0,0,0,0,0,0,60,0,5,0,0,0,57,0,39,198,6,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,1,0,47,0,
אשקלון,7100,187.6,82,491,490,9,1,6,2,0,0,0,0,0,0,71,0,1,0,0,0,59,0,39,180,2,0,1,0,0,1,0,0,82,0,0,0,0,0,1,0,1,0,34,0,
אשקלון,7100,190.1,91,486,486,2,3,6,4,0,0,0,0,0,0,76,0,2,0,0,0,49,0,12,250,2,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,49,0,
אשקלון,7100,190.2,91,497,496,3,2,7,7,0,0,0,0,0,0,77,0,1,0,0,0,49,0,27,207,1,0,0,0,0,0,0,0,66,0,0,0,0,0,1,0,0,0,48,0,
אשקלון,7100,190.3,91,496,495,3,3,6,2,0,0,0,0,0,0,72,0,2,0,0,0,60,0,13,221,1,0,0,0,0,0,0,0,66,0,4,0,0,0,0,0,0,0,42,0,
אשקלון,7100,190.4,91,481,479,6,1,1,4,0,0,0,0,0,0,61,0,2,0,0,1,45,0,31,204,2,0,0,0,0,0,0,0,68,0,2,0,1,0,1,1,0,0,48,0,
אשקלון,7100,193.1,93,454,451,3,0,3,6,0,0,0,0,0,0,79,0,0,0,0,0,19,0,20,217,2,0,0,0,0,0,0,0,26,0,2,0,0,0,0,0,2,0,72,0,
אשקלון,7100,193.2,93,488,487,2,2,1,4,0,0,0,0,0,0,86,0,2,0,0,0,32,0,38,176,3,0,0,0,0,0,0,0,65,0,3,0,0,0,0,1,1,0,70,1,
אשקלון,7100,193.3,93,474,473,7,0,4,6,0,0,0,0,0,0,81,0,1,0,0,0,28,0,46,185,0,0,0,0,1,0,0,1,53,0,0,0,0,0,0,0,0,0,60,0,
אשקלון,7100,193.4,93,456,453,3,1,1,3,0,0,0,0,0,0,62,0,3,0,0,0,22,1,52,179,0,0,0,0,0,1,0,0,47,0,1,0,0,0,0,0,1,0,76,0,
אשקלון,7100,193.5,93,431,428,4,3,1,3,0,0,0,0,0,0,87,0,1,0,0,0,23,0,51,133,2,0,0,0,0,0,0,0,64,0,1,0,0,0,0,0,1,0,54,0,
אשקלון,7100,195.1,87,469,466,6,0,2,7,0,0,0,0,0,0,72,0,4,0,0,0,54,0,15,197,0,0,0,0,0,0,0,0,64,0,1,0,0,0,0,0,1,0,43,0,
אשקלון,7100,195.2,87,447,446,5,1,3,2,0,0,0,0,0,0,64,0,2,0,0,0,51,0,27,170,5,0,1,0,0,0,0,1,72,0,0,0,0,0,0,0,2,0,40,0,
אשקלון,7100,195.3,87,450,449,7,0,2,4,0,0,0,0,0,0,61,0,3,0,0,0,39,0,19,203,6,0,0,0,0,0,0,1,59,0,0,1,0,0,0,0,1,0,42,1,
אשקלון,7100,195.4,87,450,447,8,0,4,1,0,0,0,0,0,0,55,1,0,0,0,0,57,0,24,199,5,0,0,0,0,0,0,0,59,0,1,0,0,0,1,0,0,0,32,0,
אשקלון,7100,195.5,87,425,418,3,1,3,2,0,0,0,0,0,0,40,0,1,0,0,0,48,0,24,167,4,0,0,0,0,0,0,0,97,1,0,0,0,0,0,0,0,0,27,0,
אשקלון,7100,206.1,98,357,354,2,1,1,3,0,0,0,0,0,0,60,0,0,0,0,0,23,0,47,145,1,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,2,0,22,0,
אשקלון,7100,206.2,98,362,360,4,2,4,6,0,0,0,0,0,0,25,0,1,0,0,0,20,0,50,145,4,0,0,0,0,0,0,0,68,0,1,0,0,0,0,0,2,1,26,1,
אשקלון,7100,206.3,98,393,388,3,2,3,2,0,0,0,0,0,0,69,0,4,0,0,0,18,0,63,162,1,0,0,0,1,0,0,0,36,0,1,0,1,0,0,1,1,0,20,0,
אשקלון,7100,206.4,98,326,323,6,0,1,4,0,0,0,0,0,1,31,0,3,0,0,0,18,0,64,107,4,0,0,1,0,0,0,0,46,1,1,0,0,0,0,1,5,2,27,0,
אשקלון,7100,206.5,98,348,347,1,0,3,6,1,0,0,0,0,0,38,0,1,0,0,0,28,0,62,100,0,0,0,0,1,0,0,0,76,0,0,0,0,0,0,0,3,0,27,0,
אשקלון,7100,206.6,98,336,332,3,2,2,2,0,0,0,0,0,0,26,0,3,0,0,0,32,0,59,113,5,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,1,0,23,0,
אשקלון,7100,952,41,427,425,17,1,4,7,1,0,0,0,0,0,45,0,3,0,0,0,25,0,44,193,0,0,0,0,0,1,0,0,49,1,2,0,0,0,1,0,3,0,27,1,
אשרת,1256,1,1,342,341,11,3,6,3,0,0,0,0,0,0,48,1,1,0,0,0,41,0,6,146,5,0,1,0,0,1,0,0,54,0,0,0,0,0,0,0,0,0,14,0,
אשתאול,740,1.1,1,287,286,7,2,4,8,0,1,0,0,0,0,52,0,1,0,0,0,18,0,2,120,6,0,0,0,0,0,0,0,25,0,1,0,0,0,0,0,1,0,38,0,
אשתאול,740,1.2,1,312,312,14,0,3,6,0,0,0,0,0,0,49,0,1,0,0,0,17,0,7,119,17,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,2,0,49,0,
באקה אלגרביה,6000,2.1,3,333,330,0,0,0,0,172,71,0,0,0,0,0,0,0,0,0,0,6,0,0,3,2,0,0,0,0,0,0,75,0,0,0,1,0,0,0,0,0,0,0,0,
באקה אלגרביה,6000,2.2,3,315,311,0,0,0,0,176,58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,0,0,0,0,0,0,54,1,0,0,0,0,0,0,0,0,0,0,0,
באקה אלגרביה,6000,3,10,357,352,1,0,0,0,181,75,0,0,0,0,0,0,0,0,1,0,3,0,0,1,2,0,0,0,0,0,0,85,1,0,0,2,0,0,0,0,0,0,0,0,
באקה אלגרביה,6000,5.1,12,314,308,1,1,0,0,139,69,0,0,0,0,0,0,0,0,0,1,9,0,0,0,5,0,0,0,0,0,0,80,0,0,1,0,0,0,0,0,1,0,0,1,
באקה אלגרביה,6000,5.2,12,302,296,0,0,0,0,101,92,0,0,0,0,0,0,0,0,0,0,3,0,0,7,6,0,0,0,0,0,0,81,3,0,0,1,0,0,0,0,0,0,2,0,
באקה אלגרביה,6000,5.3,12,378,374,0,0,0,0,195,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,76,3,0,1,2,0,0,0,1,1,0,0,0,
באקה אלגרביה,6000,6.1,13,301,297,0,0,0,0,139,71,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,73,2,0,0,1,0,0,0,0,0,0,0,0,
באקה אלגרביה,6000,6.2,13,296,284,3,0,0,0,121,61,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,93,0,0,0,0,0,0,1,0,0,0,0,0,
באקה אלגרביה,6000,6.3,13,313,311,0,0,0,0,176,58,0,0,0,0,1,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,66,1,0,0,3,0,0,0,0,0,0,0,0,
באקה אלגרביה,6000,6.4,13,347,341,0,0,0,0,181,77,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,77,0,0,0,2,0,0,0,0,0,0,0,1,
באקה אלגרביה,6000,8,7,326,323,1,0,0,0,184,61,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,69,1,0,0,0,0,0,0,0,0,0,0,0,
באקה אלגרביה,6000,9,7,305,304,1,0,0,0,150,88,1,0,0,0,0,0,0,0,0,0,1,0,0,4,2,0,0,0,0,0,0,54,0,0,0,1,0,0,0,0,1,0,0,1,
באקה אלגרביה,6000,11,10,334,328,0,0,0,0,160,65,0,0,0,0,1,0,0,0,0,0,12,0,0,3,12,0,0,0,0,0,0,72,0,0,0,3,0,0,0,0,0,0,0,0,
באקה אלגרביה,6000,14,4,331,327,3,0,0,0,152,75,0,0,0,0,0,0,0,0,0,0,10,0,0,1,4,0,0,0,1,0,0,80,0,0,0,1,0,0,0,0,0,0,0,0,
באקה אלגרביה,6000,15,4,291,290,1,0,0,0,128,77,0,0,0,0,2,0,0,0,0,0,4,0,0,3,1,0,0,0,0,0,0,70,0,0,0,3,0,1,0,0,0,0,0,0,
באקה אלגרביה,6000,16,11,339,336,0,0,0,0,154,95,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,73,2,0,0,0,1,0,0,1,0,0,0,0,
באקה אלגרביה,6000,18.1,8,368,366,1,0,0,0,187,91,0,0,0,0,1,0,0,0,0,0,6,0,0,2,5,0,0,1,0,0,0,71,0,0,0,0,0,0,0,0,1,0,0,0,
באקה אלגרביה,6000,18.2,8,322,309,1,0,0,0,149,97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,54,2,0,0,1,0,0,0,0,0,0,0,0,
באקה אלגרביה,6000,18.3,8,313,309,0,0,0,0,147,84,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,73,0,0,1,0,0,0,0,0,0,0,0,0,
באקה אלגרביה,6000,21,4,305,300,0,0,0,0,169,50,0,0,0,0,0,0,0,0,0,0,10,0,0,1,1,0,0,0,0,0,0,67,1,0,0,0,0,0,0,0,0,0,1,0,
באקה אלגרביה,6000,22,7,313,310,0,1,0,0,184,43,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,73,0,0,0,1,0,0,0,0,1,0,0,0,
באקה אלגרביה,6000,24,4,313,313,0,1,0,0,180,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,77,0,0,0,2,0,0,0,0,0,0,0,0,
באקה אלגרביה,6000,25.1,2,259,257,0,0,0,0,147,52,0,0,0,0,0,0,0,0,0,0,4,1,0,0,4,0,0,0,0,0,0,47,1,0,0,0,0,0,0,0,0,0,0,1,
באקה אלגרביה,6000,25.2,2,250,247,1,0,0,0,137,46,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,1,0,
באקה אלגרביה,6000,25.3,2,253,250,1,0,0,0,139,44,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,60,0,0,0,1,0,0,0,0,0,0,0,0,
באקה אלגרביה,6000,27.1,9,226,223,0,0,0,0,99,62,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,1,0,0,0,45,3,0,0,1,0,0,0,0,0,0,0,0,
באקה אלגרביה,6000,27.2,9,223,221,2,1,0,0,87,46,0,0,0,0,0,0,0,0,0,0,5,0,0,2,6,0,0,0,0,1,0,70,0,0,0,0,0,0,0,0,0,0,1,0,
באקה אלגרביה,6000,27.3,9,245,240,1,0,0,0,116,63,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,53,2,0,1,0,0,0,0,0,0,0,0,0,
באקה אלגרביה,6000,30.1,6,252,245,1,0,0,0,117,66,0,0,0,1,0,0,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,
באקה אלגרביה,6000,30.2,6,238,228,0,0,0,0,105,53,0,0,0,0,0,0,0,0,0,0,8,1,0,1,4,0,0,0,0,1,0,54,0,0,0,0,0,0,0,1,0,0,0,0,
באקה אלגרביה,6000,30.3,6,237,232,0,0,0,0,111,44,0,0,0,0,1,0,0,1,0,0,6,0,0,3,1,0,0,0,0,0,0,61,0,0,0,2,1,0,0,1,0,0,0,0,
באקה אלגרביה,6000,30.4,6,258,252,1,0,0,0,162,51,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,35,1,0,0,0,0,0,0,0,0,0,0,0,
באקה אלגרביה,6000,30.5,6,258,257,0,0,0,1,148,40,0,0,0,0,0,0,0,0,0,0,2,0,0,2,6,0,0,0,0,0,0,56,0,0,0,1,0,0,0,0,0,0,1,0,
באר אורה,21,1.1,1,248,248,13,1,0,0,0,1,0,0,0,0,15,0,1,0,0,0,32,0,11,79,11,0,0,0,0,0,0,1,72,0,2,0,0,0,0,0,3,0,6,0,
באר אורה,21,1.2,1,247,246,13,1,3,0,1,0,0,0,0,0,11,0,2,0,0,0,35,0,10,86,9,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,2,0,4,0,
באר גנים,1376,1,1,428,428,2,2,15,7,0,0,0,0,0,0,141,0,1,0,0,0,22,0,1,154,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,72,0,
באר גנים,1376,2,1,547,546,3,4,20,8,0,0,0,0,0,0,180,0,0,0,0,0,37,0,8,196,0,0,0,0,0,0,0,0,22,0,1,0,1,0,0,0,1,0,65,0,
באר טוביה,155,1,2,346,346,27,1,1,0,0,1,0,0,0,0,17,0,3,0,0,0,89,0,8,33,27,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,5,0,8,0,
באר טוביה,155,2,3,327,326,24,0,1,1,0,0,0,0,0,0,10,0,2,0,0,0,71,0,10,37,19,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,2,0,2,0,
באר יעקב,2530,3,5,300,299,1,2,0,3,0,0,0,0,0,0,51,0,0,0,0,0,21,0,8,114,3,0,0,0,0,0,0,0,18,0,1,0,0,0,0,1,0,0,76,0,
באר יעקב,2530,4,3,352,350,22,0,1,3,0,0,0,0,0,0,19,0,3,0,0,0,63,0,6,88,10,0,0,0,0,0,0,1,119,0,1,0,0,0,0,0,0,0,14,0,
